CPQ ID,Account ID,CreatedDate,Product Group,X36 MRC List,X36 NRR List,X36 NPV List,Building ID,Market,Street Address,City,State,Postal Code,Network Proximity,On Zayo Network Status
CPQ-000046,Acct-000029,10/5/2016,IP Services,499.61,922,12685.24,Bldg-014866,Dallas,1950 N Stemmons Fwy,Dallas,TX,75207,239.8,On Zayo Network
CPQ-000047,Acct-000030,10/5/2016,IP Services,4454.85,4610,115487.42,Bldg-134145,Dallas,1522 Viceroy Dr,Dallas,TX,75235,546.23,On Zayo Network
CPQ-000048,Acct-000031,10/5/2016,IP Services,1040.65,922,19524.32,Bldg-038061,Atlanta,101 Marietta St NW,Atlanta,GA,30303,95.82,On Zayo Network
CPQ-000049,Acct-000031,10/5/2016,IP Services,784.05,922,13492.84,Bldg-038061,Atlanta,101 Marietta St NW,Atlanta,GA,30303,95.82,On Zayo Network
CPQ-000050,Acct-000017,10/5/2016,Ethernet,1223.37,1090.96,26565.05,Bldg-111204,Denver,6400 S Fiddlers Green Cir,Englewood,CO,80111,621.87,On Zayo Network
CPQ-000051,Acct-000032,10/5/2016,Ethernet,1164.19,922,22862.07,Bldg-014866,Dallas,1950 N Stemmons Fwy,Dallas,TX,75207,239.8,On Zayo Network
CPQ-000052,Acct-000016,10/5/2016,Ethernet,3277.66,922,23121.89,Bldg-409262,Dallas,1900 N Akard St,Dallas,TX,75201,805.08,Not on Zayo Network
CPQ-000053,Acct-000033,10/5/2016,IP Services,549.57,922,15083.51,Bldg-014866,Dallas,1950 N Stemmons Fwy,Dallas,TX,75207,239.8,On Zayo Network
CPQ-000054,Acct-000034,10/5/2016,Ethernet,1400.24,461,9943.32,Bldg-494088,Dallas,14643 Dallas Pkwy,Dallas,TX,75254,227.74,Not on Zayo Network
CPQ-000055,Acct-000033,10/5/2016,IP Services,2057.21,922,56620.52,Bldg-014866,Dallas,1950 N Stemmons Fwy,Dallas,TX,75207,239.8,On Zayo Network
CPQ-000056,Acct-000034,10/5/2016,Ethernet,372.87,461,5825.21,Bldg-012582,Atlanta,56 Marietta St NW,Atlanta,GA,30303,66.45,On Zayo Network
CPQ-000057,Acct-000033,10/5/2016,IP Services,549.57,922,11143.18,Bldg-012582,Atlanta,56 Marietta St NW,Atlanta,GA,30303,66.45,On Zayo Network
CPQ-000058,Acct-000033,10/5/2016,IP Services,2057.21,922,52680.19,Bldg-012582,Atlanta,56 Marietta St NW,Atlanta,GA,30303,66.45,On Zayo Network
CPQ-000059,Acct-000033,10/5/2016,IP Services,2178.23,922,59954.53,Bldg-078151,Denver,639 E 18th Ave,Denver,CO,80203,80.1,On Zayo Network
CPQ-000060,Acct-000035,10/5/2016,Ethernet, $-   , $-   , $-   ,Bldg-014866,Dallas,1950 N Stemmons Fwy,Dallas,TX,75207,239.8,On Zayo Network
CPQ-000061,Acct-000033,10/5/2016,IP Services,581.89,922,15974.09,Bldg-078151,Denver,639 E 18th Ave,Denver,CO,80203,80.1,On Zayo Network
CPQ-000062,Acct-000035,10/5/2016,Ethernet, $-   , $-   , $-   ,Bldg-065056,Dallas,2323 Bryan St,Dallas,TX,75201,64.67,On Zayo Network
CPQ-000063,Acct-000034,10/5/2016,Ethernet,512.42,461,8769.87,Bldg-038126,Atlanta,200 Galleria Pkwy SE,Atlanta,GA,30339,428.12,On Zayo Network
CPQ-000064,Acct-000028,10/5/2016,IP Services,2257.06,9220,134087.98,Bldg-132675,Dallas,1515 Round Table Dr,Dallas,TX,75247,251.05,On Zayo Network
CPQ-000065,Acct-000035,10/5/2016,Ethernet,1512.58,922,38031.5,Bldg-014866,Dallas,1950 N Stemmons Fwy,Dallas,TX,75207,239.8,On Zayo Network
CPQ-000066,Acct-000034,10/5/2016,Ethernet,3008.49,922,67037.81,Bldg-015325,Denver,4100 E Dry Creek Rd,Littleton,CO,80122,45.4,On Zayo Network
CPQ-000066,Acct-000034,10/5/2016,Ethernet,3008.49,922,67037.81,Bldg-017035,Denver,910 15th St,Denver,CO,80202,96.49,On Zayo Network
CPQ-000067,Acct-000028,10/5/2016,IP Services,2257.06,9220,133603.93,Bldg-132675,Dallas,1515 Round Table Dr,Dallas,TX,75247,251.05,On Zayo Network
CPQ-000068,Acct-000036,10/5/2016,Wavelengths - Long Haul,2071.51,2766,37651.73,Bldg-014866,Dallas,1950 N Stemmons Fwy,Dallas,TX,75207,239.8,On Zayo Network
CPQ-000069,Acct-000037,10/5/2016,IP Services,2468.66,922,63115.64,Bldg-111681,Denver,6900 S Peoria St,Centennial,CO,80112,244.81,On Zayo Network
CPQ-000070,Acct-000038,10/5/2016,Wavelengths - Metro,705.96,2766,16060.64,Bldg-054725,Atlanta,1060 Techwood Dr NW,Atlanta,GA,30318,1340.72,On Zayo Network
CPQ-000070,Acct-000038,10/5/2016,Wavelengths - Metro,705.96,2766,16060.64,Bldg-038071,Atlanta,1100 White St SW,Atlanta,GA,30310,297.34,On Zayo Network
CPQ-000071,Acct-000037,10/5/2016,IP Services,659.49,922,13271.42,Bldg-111681,Denver,6900 S Peoria St,Centennial,CO,80112,244.81,On Zayo Network
CPQ-000072,Acct-000019,10/5/2016,Ethernet, $-   , $-   , $-   ,Bldg-065056,Dallas,2323 Bryan St,Dallas,TX,75201,64.67,On Zayo Network
CPQ-000073,Acct-000014,10/5/2016,Wavelengths - Long Haul,10934.55,2766, $-   ,Bldg-012582,Atlanta,56 Marietta St NW,Atlanta,GA,30303,66.45,On Zayo Network
CPQ-000074,Acct-000039,10/5/2016,Ethernet,488.27,461,11923.1,Bldg-016855,Atlanta,300 Satellite Blvd NW,Suwanee,GA,30024,374.79,On Zayo Network
CPQ-000075,Acct-000040,10/5/2016,IP Services,2934.96,922,64050.28,Bldg-038191,Atlanta,3350 Riverwood Pkwy,Atlanta,GA,30339,227.65,On Zayo Network
CPQ-000076,Acct-000041,10/5/2016,Wavelengths - Long Haul,2814.31,2858.2, $-   ,Bldg-017035,Denver,910 15th St,Denver,CO,80202,96.49,On Zayo Network
CPQ-000077,Acct-000042,10/5/2016,Wavelengths - Long Haul,2929.56,2996.5, $-   ,Bldg-127057,Dallas,1649 W Frankford Rd,Carrollton,TX,75007,630.74,On Zayo Network
CPQ-000078,Acct-000009,10/5/2016,Ethernet,368.8, $-   ,3341.33,Bldg-114878,Dallas,100 Crescent Ct,Dallas,TX,75201,472.74,On Zayo Network
CPQ-000079,Acct-000043,10/5/2016,Wavelengths - Long Haul,2837.36,2766, $-   ,Bldg-012582,Atlanta,56 Marietta St NW,Atlanta,GA,30303,66.45,On Zayo Network
CPQ-000079,Acct-000043,10/5/2016,Wavelengths - Long Haul,2837.36,2766, $-   ,Bldg-137677,Dallas,6431 Longhorn Dr,Irving,TX,75063,338.03,On Zayo Network
CPQ-000080,Acct-000034,10/5/2016,Wavelengths - Long Haul,2313.48,2766, $-   ,Bldg-012582,Atlanta,56 Marietta St NW,Atlanta,GA,30303,66.45,On Zayo Network
CPQ-000081,Acct-000043,10/5/2016,Ethernet,2787.52, $-   ,53496.4,Bldg-012582,Atlanta,56 Marietta St NW,Atlanta,GA,30303,66.45,On Zayo Network
CPQ-000081,Acct-000043,10/5/2016,Ethernet,2787.52, $-   ,53496.4,Bldg-137677,Dallas,6431 Longhorn Dr,Irving,TX,75063,338.03,On Zayo Network
CPQ-000082,Acct-000044,10/5/2016,IP Services,2613.87,922,46728.44,Bldg-084698,Denver,335 Inverness Dr S,Englewood,CO,80112,308.86,On Zayo Network
CPQ-000083,Acct-000045,10/5/2016,Ethernet,1154.75,922,21438.2,Bldg-127085,Dallas,2501 S TX-121 - Bldg 5,Lewisville,TX,75067,890.51,On Zayo Network
CPQ-000084,Acct-000046,10/5/2016,IP Services,732.76,922,15290.12,Bldg-109814,Dallas,8600 Harry Hines Blvd,Dallas,TX,75235,249.75,On Zayo Network
CPQ-000085,Acct-000036,10/5/2016,Wavelengths - Long Haul,1979.31,2766,37738.42,Bldg-117716,Dallas,6653 Pinecrest Dr,Plano,TX,75024,535.09,On Zayo Network
CPQ-000086,Acct-000047,10/5/2016,Ethernet,3376.2,922,82009.11,Bldg-015325,Denver,4100 E Dry Creek Rd,Littleton,CO,80122,45.4,On Zayo Network
CPQ-000086,Acct-000047,10/5/2016,Ethernet,3376.2,922,82009.11,Bldg-017035,Denver,910 15th St,Denver,CO,80202,96.49,On Zayo Network
CPQ-000087,Acct-000047,10/5/2016,Wavelengths - Metro,1495.63,2858.2,25951.38,Bldg-015325,Denver,4100 E Dry Creek Rd,Littleton,CO,80122,45.4,On Zayo Network
CPQ-000087,Acct-000047,10/5/2016,Wavelengths - Metro,1495.63,2858.2,25951.38,Bldg-017035,Denver,910 15th St,Denver,CO,80202,96.49,On Zayo Network
CPQ-000088,Acct-000048,10/6/2016,IP Services,3103.45,13830,173103.29,Bldg-127057,Dallas,1649 W Frankford Rd,Carrollton,TX,75007,630.74,On Zayo Network
CPQ-000089,Acct-000049,10/6/2016,Ethernet,1022.81,1152.5,18553.66,Bldg-038523,Atlanta,375 Riverside Pkwy,Lithia Springs,GA,30122,274.12,On Zayo Network
CPQ-000090,Acct-000050,10/6/2016,IP Services,12526.66,4610,338892.83,Bldg-016856,Atlanta,1033 Jefferson St NW,Atlanta,GA,30318,539.41,On Zayo Network
CPQ-000091,Acct-000051,10/6/2016,IP Services,775.86,922,6771.51,Bldg-133709,Denver,8636 S Peoria St,Englewood,CO,80112,89.57,On Zayo Network
CPQ-000092,Acct-000051,10/6/2016,IP Services,2904.3,922,56800.81,Bldg-133709,Denver,8636 S Peoria St,Englewood,CO,80112,89.57,On Zayo Network
CPQ-000093,Acct-000034,10/6/2016,Ethernet,1320.71,922,28805.02,Bldg-012582,Atlanta,56 Marietta St NW,Atlanta,GA,30303,66.45,On Zayo Network
CPQ-000094,Acct-000052,10/6/2016,IP Services,6891.07,4610,115490.5,Bldg-366026,Dallas,901 W Yellow Jacket Ln,Rockwall,TX,75087,1027,Not on Zayo Network
CPQ-000095,Acct-000034,10/6/2016,Ethernet,2861.28, $-   ,52901.68,Bldg-012582,Atlanta,56 Marietta St NW,Atlanta,GA,30303,66.45,On Zayo Network
CPQ-000095,Acct-000034,10/6/2016,Ethernet,2861.28, $-   ,52901.68,Bldg-065056,Dallas,2323 Bryan St,Dallas,TX,75201,64.67,On Zayo Network
CPQ-000096,Acct-000013,10/6/2016,Ethernet,512.42,461,8769.87,Bldg-038241,Atlanta,5555 Windward Pkwy,Alpharetta,GA,30004,313.64,On Zayo Network
CPQ-000097,Acct-000053,10/6/2016,Wavelengths - Metro,5464.12,1383,49508.95,Bldg-065056,Dallas,2323 Bryan St,Dallas,TX,75201,64.67,On Zayo Network
CPQ-000097,Acct-000053,10/6/2016,Wavelengths - Metro,5464.12,1383,49508.95,Bldg-109817,Dallas,220 E Las Colinas Blvd,Irving,TX,75039,476.55,Not on Zayo Network
CPQ-000098,Acct-000034,10/6/2016,Ethernet,2750.64, $-   ,48953.27,Bldg-065056,Dallas,2323 Bryan St,Dallas,TX,75201,64.67,On Zayo Network
CPQ-000099,Acct-000054,10/6/2016,zColo, $-   , $-   , $-   ,Bldg-120678,Dallas,6606 Lyndon B Johnson Fwy,Dallas,TX,75240,601.38,On Zayo Network
CPQ-000100,Acct-000054,10/6/2016,IP Services,2109.81,922,44655.12,Bldg-120678,Dallas,6606 Lyndon B Johnson Fwy,Dallas,TX,75240,601.38,On Zayo Network
CPQ-000101,Acct-000054,10/6/2016,Ethernet,1418.96,922,22580.69,Bldg-120678,Dallas,6606 Lyndon B Johnson Fwy,Dallas,TX,75240,601.38,On Zayo Network
CPQ-000101,Acct-000054,10/6/2016,Ethernet,1418.96,922,22580.69,Bldg-116452,Dallas,3811 Turtle Creek Blvd,Dallas,TX,75219,605.15,On Zayo Network
CPQ-000102,Acct-000052,10/6/2016,IP Services,13048.61,4610,260224.38,Bldg-366026,Dallas,901 W Yellow Jacket Ln,Rockwall,TX,75087,1027,Not on Zayo Network
CPQ-000103,Acct-000055,10/6/2016,Wavelengths - Long Haul,4733.58,2876.65, $-   ,Bldg-014866,Dallas,1950 N Stemmons Fwy,Dallas,TX,75207,239.8,On Zayo Network
CPQ-000104,Acct-000056,10/6/2016,Wavelengths - Long Haul,11507.18,2766, $-   ,Bldg-065056,Dallas,2323 Bryan St,Dallas,TX,75201,64.67,On Zayo Network
CPQ-000105,Acct-000042,10/6/2016,Wavelengths - Long Haul,2929.56,2996.5, $-   ,Bldg-127057,Dallas,1649 W Frankford Rd,Carrollton,TX,75007,630.74,On Zayo Network
CPQ-000106,Acct-000039,10/6/2016,Ethernet,1720.35,461,12113.72,Bldg-461158,Denver,7604 Technology Way,Denver,CO,80237,757.47,Build in Progress
CPQ-000107,Acct-000057,10/6/2016,Ethernet,3152.24,922,21301.81,Bldg-014866,Dallas,1950 N Stemmons Fwy,Dallas,TX,75207,239.8,On Zayo Network
CPQ-000108,Acct-000058,10/6/2016,Ethernet,1016.45,922,22110.77,Bldg-122290,Dallas,4121 International Pkwy,Carrollton,TX,75007,1250,On Zayo Network
CPQ-000109,Acct-000039,10/6/2016,Ethernet,824.36,461,16342.12,Bldg-115602,Atlanta,3000 Northwoods Pkwy NW,Norcross,GA,30071,276.86,On Zayo Network
CPQ-000110,Acct-000009,10/6/2016,Ethernet,5935.3, $-   ,40241.13,Bldg-081139,Denver,3600 S Beeler St,Denver,CO,80237,780.09,On Zayo Network
CPQ-000111,Acct-000059,10/6/2016,Ethernet,1512.76,922,15553.62,Bldg-014866,Dallas,1950 N Stemmons Fwy,Dallas,TX,75207,239.8,On Zayo Network
CPQ-000112,Acct-000059,10/6/2016,IP Services,729.43,922,16098.59,Bldg-014866,Dallas,1950 N Stemmons Fwy,Dallas,TX,75207,239.8,On Zayo Network
CPQ-000113,Acct-000009,10/6/2016,Ethernet,1115.26,922,20931.09,Bldg-012582,Atlanta,56 Marietta St NW,Atlanta,GA,30303,66.45,On Zayo Network
CPQ-000113,Acct-000009,10/6/2016,Ethernet,1115.26,922,20931.09,Bldg-060322,Atlanta,6120 Powers Ferry Rd,Atlanta,GA,30339,299.34,On Zayo Network
CPQ-000114,Acct-000059,10/6/2016,Ethernet,1154.75,922,21980.74,Bldg-014866,Dallas,1950 N Stemmons Fwy,Dallas,TX,75207,239.8,On Zayo Network
CPQ-000114,Acct-000059,10/6/2016,Ethernet,1154.75,922,21980.74,Bldg-109234,Denver,555 17th St,Denver,CO,80202,97.89,On Zayo Network
CPQ-000115,Acct-000059,10/6/2016,Ethernet,1812.99,1383,37749.04,Bldg-014866,Dallas,1950 N Stemmons Fwy,Dallas,TX,75207,239.8,On Zayo Network
CPQ-000116,Acct-000009,10/6/2016,Ethernet,5931.48, $-   ,40215.35,Bldg-081139,Denver,3600 S Beeler St,Denver,CO,80237,780.09,On Zayo Network
CPQ-000117,Acct-000053,10/7/2016,Dark Fiber - Metro,958.42,4610,20126.21,Bldg-018754,Atlanta,180 Peachtree St NW,Atlanta,GA,30303,1055.22,On Zayo Network
CPQ-000117,Acct-000053,10/7/2016,Dark Fiber - Metro,958.42,4610,20126.21,Bldg-027193,Atlanta,55 Marietta St NW,Atlanta,GA,30303,110.85,On Zayo Network
CPQ-000118,Acct-000060,10/6/2016,Ethernet,1130.2,922,25282.93,Bldg-122102,Dallas,1221 Coit Rd,Plano,TX,75075,717.43,On Zayo Network
CPQ-000118,Acct-000060,10/6/2016,Ethernet,1130.2,922,25282.93,Bldg-127087,Dallas,2501 S State Hwy 121 - Bldg 8,Lewisville,TX,75067,1476.12,On Zayo Network
CPQ-000119,Acct-000053,10/7/2016,Dark Fiber - Metro,1500.24,4610,35177.42,Bldg-018754,Atlanta,180 Peachtree St NW,Atlanta,GA,30303,1055.22,On Zayo Network
CPQ-000119,Acct-000053,10/7/2016,Dark Fiber - Metro,1500.24,4610,35177.42,Bldg-027193,Atlanta,55 Marietta St NW,Atlanta,GA,30303,110.85,On Zayo Network
CPQ-000120,Acct-000061,10/6/2016,Ethernet,1326.73,922,30697.6,Bldg-017035,Denver,910 15th St,Denver,CO,80202,96.49,On Zayo Network
CPQ-000120,Acct-000061,10/6/2016,Ethernet,1326.73,922,30697.6,Bldg-080175,Denver,9197 S Peoria St,Englewood,CO,80112,1132.82,On Zayo Network
CPQ-000121,Acct-000061,10/6/2016,Ethernet,1326.73,922,30697.6,Bldg-080175,Denver,9197 S Peoria St,Englewood,CO,80112,1132.82,On Zayo Network
CPQ-000121,Acct-000061,10/6/2016,Ethernet,1326.73,922,30697.6,Bldg-112465,Denver,10475 E 112th Ave,Henderson,CO,80640,6418.06,On Zayo Network
CPQ-000122,Acct-000061,10/6/2016,Ethernet,1770.81,922,38992.13,Bldg-065056,Dallas,2323 Bryan St,Dallas,TX,75201,64.67,On Zayo Network
CPQ-000123,Acct-000062,10/6/2016,Ethernet,1676.78,922,40341.7,Bldg-014142,Denver,1500 Champa St,Denver,CO,80202,71.8,On Zayo Network
CPQ-000123,Acct-000062,10/6/2016,Ethernet,1676.78,922,40341.7,Bldg-136936,Dallas,850 E Collins Blvd,Richardson,TX,75081,191.28,On Zayo Network
CPQ-000124,Acct-000062,10/6/2016,Ethernet,3950.14, $-   ,84627.58,Bldg-014142,Denver,1500 Champa St,Denver,CO,80202,71.8,On Zayo Network
CPQ-000124,Acct-000062,10/6/2016,Ethernet,3950.14, $-   ,84627.58,Bldg-136936,Dallas,850 E Collins Blvd,Richardson,TX,75081,191.28,On Zayo Network
